github_uri	repo_name	create_dockerfile_exit_code
git://github.com/NCBI-Codeathons/NI.git	NI	0
git://github.com/NCBI-Codeathons/OMOPOmics.git	OMOPOmics	0
git://github.com/NCBI-Codeathons/MetGraphs.git	MetGraphs	0
git://github.com/NCBI-Codeathons/SeqMoid.git	SeqMoid	0
git://github.com/NCBI-Codeathons/Integrating-multi-omics-data-in-yeast.git	Integrating-multi-omics-data-in-yeast	0
git://github.com/NCBI-Codeathons/airbending_isoseq.git	airbending_isoseq	0
git://github.com/NCBI-Codeathons/Automating-tools-to-search-and-analyze-large-genome-sequence-repositories.git	Automating-tools-to-search-and-analyze-large-genome-sequence-repositories	0
git://github.com/NCBI-Codeathons/Diversifying-the-pipeline-for-identifying-bulk-RNA-seq-derived-biomarkers-of-cancer-risk-within-sing.git	Diversifying-the-pipeline-for-identifying-bulk-RNA-seq-derived-biomarkers-of-cancer-risk-within-sing	0
git://github.com/NCBI-Codeathons/Marker-Gene-Validator.git	Marker-Gene-Validator	0
git://github.com/NCBI-Codeathons/SARS-CoV-2-host-genes.git	SARS-CoV-2-host-genes	0
git://github.com/NCBI-Codeathons/Genes-in-the-Hood.git	Genes-in-the-Hood	0
git://github.com/NCBI-Codeathons/SARS2-Variation-Viewer.git	SARS2-Variation-Viewer	0
git://github.com/NCBI-Codeathons/NCGAS-cloud-workshop.git	NCGAS-cloud-workshop	0
git://github.com/NCBI-Codeathons/asm-ngs-workshop.git	asm-ngs-workshop	0
git://github.com/NCBI-Codeathons/glaucoma-oct-scans.git	glaucoma-oct-scans	0
git://github.com/NCBI-Codeathons/wgs-sars-cov2.git	wgs-sars-cov2	0
git://github.com/NCBI-Codeathons/lung-rna-seq.git	lung-rna-seq	0
git://github.com/NCBI-Codeathons/ElasticBLAST-CoFest-BOSC-2021.git	ElasticBLAST-CoFest-BOSC-2021	0
git://github.com/NCBI-Hackathons/hackathon_v001_rnaseq.git	hackathon_v001_rnaseq	0
git://github.com/NCBI-Hackathons/hackathon_v001_epigenomics.git	hackathon_v001_epigenomics	0
git://github.com/NCBI-Hackathons/hackathon_v001_metagenomics.git	hackathon_v001_metagenomics	0
git://github.com/NCBI-Hackathons/RNA_mapping.git	RNA_mapping	0
git://github.com/NCBI-Hackathons/HASSL_Homogeneous_Analysis_of_SRA_rnaSequencing_Libraries.git	HASSL_Homogeneous_Analysis_of_SRA_rnaSequencing_Libraries	0
git://github.com/NCBI-Hackathons/RNA-seq_Comparison_Pipeline.git	RNA-seq_Comparison_Pipeline	0
git://github.com/NCBI-Hackathons/NCBI_August_Hackathon_Push_Button_Genomics_Solution.git	NCBI_August_Hackathon_Push_Button_Genomics_Solution	0
git://github.com/NCBI-Hackathons/seqr.git	seqr	0
git://github.com/NCBI-Hackathons/Pharmacogenomics_Prediction_Pipeline_P3.git	Pharmacogenomics_Prediction_Pipeline_P3	0
git://github.com/NCBI-Hackathons/movetest.git	movetest	0
git://github.com/NCBI-Hackathons/DASH_cell_type.git	DASH_cell_type	0
git://github.com/NCBI-Hackathons/Community_Software_Tools_for_NGS.git	Community_Software_Tools_for_NGS	0
git://github.com/NCBI-Hackathons/seqr-tokenizer.git	seqr-tokenizer	0
git://github.com/NCBI-Hackathons/solr-tanimoto.git	solr-tanimoto	0
git://github.com/NCBI-Hackathons/Educational_Resources.git	Educational_Resources	0
git://github.com/NCBI-Hackathons/Resources_for_Designing_Hackathons.git	Resources_for_Designing_Hackathons	0
git://github.com/NCBI-Hackathons/Structural_Variant_Comparison.git	Structural_Variant_Comparison	0
git://github.com/NCBI-Hackathons/iMETRIC.git	iMETRIC	0
git://github.com/NCBI-Hackathons/Metadata_categorization.git	Metadata_categorization	0
git://github.com/NCBI-Hackathons/Network_SNPs.git	Network_SNPs	0
git://github.com/NCBI-Hackathons/SRA2R.git	SRA2R	0
git://github.com/NCBI-Hackathons/Structure_Visualization.git	Structure_Visualization	0
git://github.com/NCBI-Hackathons/rnaseqview.git	rnaseqview	0
git://github.com/NCBI-Hackathons/immunogenicity.git	immunogenicity	0
git://github.com/NCBI-Hackathons/neuronvar.git	neuronvar	0
git://github.com/NCBI-Hackathons/sv_and_isoforms_from_RNAseq.git	sv_and_isoforms_from_RNAseq	0
git://github.com/NCBI-Hackathons/3Dvizongenome.git	3Dvizongenome	0
git://github.com/NCBI-Hackathons/Ultrafast_protein_structure_viz_x.git	Ultrafast_protein_structure_viz_x	0
git://github.com/NCBI-Hackathons/3D_2D_Rep_Structure.git	3D_2D_Rep_Structure	0
git://github.com/NCBI-Hackathons/PDB2Genome.git	PDB2Genome	0
git://github.com/NCBI-Hackathons/Code_in_PubMed_Abstracts.git	Code_in_PubMed_Abstracts	0
git://github.com/NCBI-Hackathons/ECfromPDB.git	ECfromPDB	0
git://github.com/NCBI-Hackathons/icn3d.git	icn3d	0
git://github.com/NCBI-Hackathons/iCN3D-MMTF.git	iCN3D-MMTF	0
git://github.com/NCBI-Hackathons/svcompare.git	svcompare	0
git://github.com/NCBI-Hackathons/TCGA_dbGaP.git	TCGA_dbGaP	0
git://github.com/NCBI-Hackathons/Machine_Learning_Immunogenicity.git	Machine_Learning_Immunogenicity	0
git://github.com/NCBI-Hackathons/Network_Stats_Acc_Interop.git	Network_Stats_Acc_Interop	0
git://github.com/NCBI-Hackathons/Metagenomic_Transcriptomes.git	Metagenomic_Transcriptomes	0
git://github.com/NCBI-Hackathons/NIH_Bioinformatics_SIG_website.git	NIH_Bioinformatics_SIG_website	0
git://github.com/NCBI-Hackathons/GLBIO_Computational_Biologist_Speed_Dating_Session.git	GLBIO_Computational_Biologist_Speed_Dating_Session	0
git://github.com/NCBI-Hackathons/ncbi-hackathons.github.io.git	ncbi-hackathons.github.io	1
git://github.com/NCBI-Hackathons/NovoGraph.git	NovoGraph	0
git://github.com/NCBI-Hackathons/Structural_Variants_CSHL.git	Structural_Variants_CSHL	0
git://github.com/NCBI-Hackathons/Ultrafast_Mapping_CSHL.git	Ultrafast_Mapping_CSHL	0
git://github.com/NCBI-Hackathons/Cancer_Epitopes_CSHL.git	Cancer_Epitopes_CSHL	0
git://github.com/NCBI-Hackathons/ncbi-hackathons.git	ncbi-hackathons	0
git://github.com/NCBI-Hackathons/EDirectCookbook.git	EDirectCookbook	0
git://github.com/NCBI-Hackathons/Family_Health_History_EHR_Integration.git	Family_Health_History_EHR_Integration	0
git://github.com/NCBI-Hackathons/PubChem_WikiData_Interoperability.git	PubChem_WikiData_Interoperability	0
git://github.com/NCBI-Hackathons/PhenVar.git	PhenVar	0
git://github.com/NCBI-Hackathons/PubMed2GenePairs.git	PubMed2GenePairs	0
git://github.com/NCBI-Hackathons/PubRunner.git	PubRunner	0
git://github.com/NCBI-Hackathons/Visualizing_MeSH_Term_Interaction_Over_Time.git	Visualizing_MeSH_Term_Interaction_Over_Time	0
git://github.com/NCBI-Hackathons/FHH.git	FHH	1
git://github.com/NCBI-Hackathons/dockerbuilds.git	dockerbuilds	0
git://github.com/NCBI-Hackathons/Graph_Extraction.git	Graph_Extraction	0
git://github.com/NCBI-Hackathons/ga4gh-ncbi-api.git	ga4gh-ncbi-api	0
git://github.com/NCBI-Hackathons/Master_gff3_parser.git	Master_gff3_parser	0
git://github.com/NCBI-Hackathons/Scan2CNV.git	Scan2CNV	0
git://github.com/NCBI-Hackathons/Virus_Detection_SRA.git	Virus_Detection_SRA	0
git://github.com/NCBI-Hackathons/Epigenomics_CWL.git	Epigenomics_CWL	0
git://github.com/NCBI-Hackathons/Box_Jellyfish_Assembly.git	Box_Jellyfish_Assembly	0
git://github.com/NCBI-Hackathons/arvos.git	arvos	0
git://github.com/NCBI-Hackathons/PSST.git	PSST	0
git://github.com/NCBI-Hackathons/Tumor_sim.git	Tumor_sim	0
git://github.com/NCBI-Hackathons/BarcSeek.git	BarcSeek	0
git://github.com/NCBI-Hackathons/Virus_Domains.git	Virus_Domains	0
git://github.com/NCBI-Hackathons/Staph_aureus_viewer.git	Staph_aureus_viewer	1
git://github.com/NCBI-Hackathons/Proteomic_Correlation_Shiny.git	Proteomic_Correlation_Shiny	0
git://github.com/NCBI-Hackathons/SuMu.git	SuMu	0
git://github.com/NCBI-Hackathons/Mutation_burden.git	Mutation_burden	0
git://github.com/NCBI-Hackathons/Refactoring_Bioinformatics_Pipelines.git	Refactoring_Bioinformatics_Pipelines	0
git://github.com/NCBI-Hackathons/Run_an_NCBI-style_hackathon.git	Run_an_NCBI-style_hackathon	0
git://github.com/NCBI-Hackathons/SVAI_Redirect.git	SVAI_Redirect	0
git://github.com/NCBI-Hackathons/VirusFrankenstein.git	VirusFrankenstein	0
git://github.com/NCBI-Hackathons/SNPhancers.git	SNPhancers	0
git://github.com/NCBI-Hackathons/GenomicRobots.git	GenomicRobots	0
git://github.com/NCBI-Hackathons/ComplexPhenotypes.git	ComplexPhenotypes	0
git://github.com/NCBI-Hackathons/SCANT.git	SCANT	0
git://github.com/NCBI-Hackathons/NCBIComputationalCookbook.git	NCBIComputationalCookbook	0
git://github.com/NCBI-Hackathons/GeneExpressionAging.git	GeneExpressionAging	0
git://github.com/NCBI-Hackathons/OnlineAdapterDatabase.git	OnlineAdapterDatabase	0
git://github.com/NCBI-Hackathons/MetagenomicAntibioticResistance.git	MetagenomicAntibioticResistance	0
git://github.com/NCBI-Hackathons/Variant_analysis_pipelines.git	Variant_analysis_pipelines	0
git://github.com/NCBI-Hackathons/Genbank2sequin.git	Genbank2sequin	0
git://github.com/NCBI-Hackathons/SSX.git	SSX	0
git://github.com/NCBI-Hackathons/NCBI_Visiting_Bioinformatician_Program.git	NCBI_Visiting_Bioinformatician_Program	0
git://github.com/NCBI-Hackathons/past_virus_exposure_detection.git	past_virus_exposure_detection	0
git://github.com/NCBI-Hackathons/SPeW.git	SPeW	0
git://github.com/NCBI-Hackathons/SC3.git	SC3	0
git://github.com/NCBI-Hackathons/HAQmap.git	HAQmap	0
git://github.com/NCBI-Hackathons/virusspace.git	virusspace	0
git://github.com/NCBI-Hackathons/Metagenomics_Analysis_Course.git	Metagenomics_Analysis_Course	0
git://github.com/NCBI-Hackathons/ViruSpy.git	ViruSpy	0
git://github.com/NCBI-Hackathons/GRDR.git	GRDR	0
git://github.com/NCBI-Hackathons/Complex_Phenogeno.git	Complex_Phenogeno	0
git://github.com/NCBI-Hackathons/EndoVir.git	EndoVir	0
git://github.com/NCBI-Hackathons/LabPype.git	LabPype	0
git://github.com/NCBI-Hackathons/GoodDoc.git	GoodDoc	0
git://github.com/NCBI-Hackathons/Test_Code_1.git	Test_Code_1	0
git://github.com/NCBI-Hackathons/ContamFilter.git	ContamFilter	0
git://github.com/NCBI-Hackathons/ClinVar_in_3D.git	ClinVar_in_3D	0
git://github.com/NCBI-Hackathons/deSRA.git	deSRA	0
git://github.com/NCBI-Hackathons/NCBI_Jupyter.git	NCBI_Jupyter	0
git://github.com/NCBI-Hackathons/ProteinMagicBlast.git	ProteinMagicBlast	0
git://github.com/NCBI-Hackathons/MetadataTable.git	MetadataTable	0
git://github.com/NCBI-Hackathons/Got_Plasmid.git	Got_Plasmid	0
git://github.com/NCBI-Hackathons/Annotation_Checker.git	Annotation_Checker	0
git://github.com/NCBI-Hackathons/GeneFamTaxScan.git	GeneFamTaxScan	0
git://github.com/NCBI-Hackathons/VirusFriends.git	VirusFriends	0
git://github.com/NCBI-Hackathons/ApeShape.git	ApeShape	0
git://github.com/NCBI-Hackathons/Biollante.git	Biollante	0
git://github.com/NCBI-Hackathons/PuRSSE.git	PuRSSE	0
git://github.com/NCBI-Hackathons/CDEMapper.git	CDEMapper	0
git://github.com/NCBI-Hackathons/ClusterDuck.git	ClusterDuck	0
git://github.com/NCBI-Hackathons/EgreTT.git	EgreTT	0
git://github.com/NCBI-Hackathons/Viewthebams.git	Viewthebams	0
git://github.com/NCBI-Hackathons/viSRA.git	viSRA	0
git://github.com/NCBI-Hackathons/CustomBLAST.git	CustomBLAST	0
git://github.com/NCBI-Hackathons/SingleCellVariants.git	SingleCellVariants	0
git://github.com/NCBI-Hackathons/STREAMclean.git	STREAMclean	0
git://github.com/NCBI-Hackathons/ViRGo.git	ViRGo	0
git://github.com/NCBI-Hackathons/HackathonBaseImages.git	HackathonBaseImages	0
git://github.com/NCBI-Hackathons/genomicdata.io.git	genomicdata.io	0
git://github.com/NCBI-Hackathons/MASSIF-BLAST.git	MASSIF-BLAST	0
git://github.com/NCBI-Hackathons/chromatinonlinedatabase.git	chromatinonlinedatabase	0
git://github.com/NCBI-Hackathons/CakeCell.git	CakeCell	0
git://github.com/NCBI-Hackathons/CapNetProtStruct.git	CapNetProtStruct	0
git://github.com/NCBI-Hackathons/MR_BACOn.git	MR_BACOn	0
git://github.com/NCBI-Hackathons/drugdisco.git	drugdisco	0
git://github.com/NCBI-Hackathons/IEaT.git	IEaT	0
git://github.com/NCBI-Hackathons/RNAseq_variants.git	RNAseq_variants	0
git://github.com/NCBI-Hackathons/MetaMapLite_BioSample.git	MetaMapLite_BioSample	0
git://github.com/NCBI-Hackathons/PrecisionMedicineToolkit.git	PrecisionMedicineToolkit	0
git://github.com/NCBI-Hackathons/PubCode.git	PubCode	0
git://github.com/NCBI-Hackathons/viSRAtoo.git	viSRAtoo	0
git://github.com/NCBI-Hackathons/CXXToolkit.git	CXXToolkit	0
git://github.com/NCBI-Hackathons/HapPyNet.git	HapPyNet	0
git://github.com/NCBI-Hackathons/ContainerInception.git	ContainerInception	0
git://github.com/NCBI-Hackathons/SpoonFedNanopore.git	SpoonFedNanopore	0
git://github.com/NCBI-Hackathons/VirusAlert.git	VirusAlert	0
git://github.com/NCBI-Hackathons/Tryptase_Duplication.git	Tryptase_Duplication	0
git://github.com/NCBI-Hackathons/Salphagome.git	Salphagome	0
git://github.com/NCBI-Hackathons/seqacademy.git	seqacademy	0
git://github.com/NCBI-Hackathons/clint.git	clint	0
git://github.com/NCBI-Hackathons/MetaROOT.git	MetaROOT	1
git://github.com/NCBI-Hackathons/RetroSpotter.git	RetroSpotter	0
git://github.com/NCBI-Hackathons/PYRAMMID.git	PYRAMMID	0
git://github.com/NCBI-Hackathons/GeneHummus.git	GeneHummus	0
git://github.com/NCBI-Hackathons/MetaScare.git	MetaScare	0
git://github.com/NCBI-Hackathons/CUPofTEA.git	CUPofTEA	0
git://github.com/NCBI-Hackathons/HummusGraph.git	HummusGraph	0
git://github.com/NCBI-Hackathons/SimpleGeneExpression.git	SimpleGeneExpression	0
git://github.com/NCBI-Hackathons/Containers_and_Workflows_Workshop.git	Containers_and_Workflows_Workshop	0
git://github.com/NCBI-Hackathons/LNCPEP.git	LNCPEP	0
git://github.com/NCBI-Hackathons/McDiff.git	McDiff	0
git://github.com/NCBI-Hackathons/ATACFlow.git	ATACFlow	0
git://github.com/NCBI-Hackathons/chervil.git	chervil	0
git://github.com/NCBI-Hackathons/SRA_Tinder.git	SRA_Tinder	1
git://github.com/NCBI-Hackathons/Jupyterized_Pipelines.git	Jupyterized_Pipelines	0
git://github.com/NCBI-Hackathons/FlopPyBuild.git	FlopPyBuild	0
git://github.com/NCBI-Hackathons/RetroCancer.git	RetroCancer	0
git://github.com/NCBI-Hackathons/OrthoGrasp.git	OrthoGrasp	0
git://github.com/NCBI-Hackathons/TheVariantExpress.git	TheVariantExpress	0
git://github.com/NCBI-Hackathons/visavirgo.git	visavirgo	0
git://github.com/NCBI-Hackathons/PrIMP.git	PrIMP	0
git://github.com/NCBI-Hackathons/phenotypeXpression.git	phenotypeXpression	0
git://github.com/NCBI-Hackathons/CTEligible.git	CTEligible	1
git://github.com/NCBI-Hackathons/Bugs_And_Drugs.git	Bugs_And_Drugs	0
git://github.com/NCBI-Hackathons/FlowBio.git	FlowBio	0
git://github.com/NCBI-Hackathons/SVabel.git	SVabel	0
git://github.com/NCBI-Hackathons/DNArepdb.git	DNArepdb	0
git://github.com/NCBI-Hackathons/SafeDrugs.git	SafeDrugs	0
git://github.com/NCBI-Hackathons/PyClonal.git	PyClonal	0
git://github.com/NCBI-Hackathons/ScrubSV.git	ScrubSV	0
git://github.com/NCBI-Hackathons/Plasmitron.git	Plasmitron	0
git://github.com/NCBI-Hackathons/ExpressiVar.git	ExpressiVar	0
git://github.com/NCBI-Hackathons/RaGAN.git	RaGAN	0
git://github.com/NCBI-Hackathons/Peptides-SpecTra-Annotations-PaSTA.git	Peptides-SpecTra-Annotations-PaSTA	0
git://github.com/NCBI-Hackathons/Biological-structure-segmentation-in-microscopy-images-using-deep-learning.git	Biological-structure-segmentation-in-microscopy-images-using-deep-learning	0
git://github.com/NCBI-Hackathons/Semantic-search-log-analysis-pipeline.git	Semantic-search-log-analysis-pipeline	1
git://github.com/NCBI-Hackathons/PHANTUM.git	PHANTUM	0
git://github.com/NCBI-Hackathons/Hidden-Figures.git	Hidden-Figures	0
git://github.com/NCBI-Hackathons/AutoContain.git	AutoContain	0
git://github.com/NCBI-Hackathons/VirusDiscoveryProject.git	VirusDiscoveryProject	0
